_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
008.148531	+48.332561	008.148531	+48.332561	00323564+4819572	16.776	0.159	15.468		15.292	0.139	CUB	262	201	c00	0	0
008.146668	+48.360119	008.146668	+48.360119	00323520+4821364	15.436	0.052	14.626	0.043	14.530	0.070	AAA	222	111	000	0	0
008.146146	+48.319191	008.146146	+48.319191	00323507+4819090	15.630	0.081	14.843	0.086	14.432	0.092	AAA	222	111	ccc	0	0
008.133269	+48.361153	008.133269	+48.361153	00323198+4821401	16.796	0.150	15.909	0.157	15.505	0.170	BCC	222	111	000	0	0
008.147013	+48.329823	008.147013	+48.329823	00323528+4819473	15.735	0.068	15.131	0.085	14.939	0.100	AAA	222	111	000	0	0
008.147198	+48.325352	008.147198	+48.325352	00323532+4819312	16.054	0.085	15.768	0.132	15.404	0.133	ABB	222	111	000	0	0
008.127994	+48.373539	008.127994	+48.373539	00323071+4822247	14.677	0.032	14.042	0.037	13.878	0.046	AAA	222	111	000	0	0
008.233493	+48.348328	008.233493	+48.348328	00325603+4820539	15.677	0.058	15.244	0.075	15.461	0.154	AAB	222	111	000	0	0
008.237332	+48.341824	008.237332	+48.341824	00325695+4820305	13.521	0.026	13.221	0.030	13.125	0.035	AAA	222	111	000	0	0
008.194578	+48.329247	008.194578	+48.329247	00324669+4819452	12.803	0.022	12.558	0.021	12.495	0.018	AAA	222	111	000	0	0
008.238083	+48.322281	008.238083	+48.322281	00325713+4819202	16.071	0.079	15.298	0.089	15.048	0.107	AAA	222	111	000	0	0
008.192122	+48.371952	008.192122	+48.371952	00324610+4822190	15.150	0.044	14.769	0.042	14.794	0.077	AAA	222	111	000	0	0
008.243480	+48.338322	008.243480	+48.338322	00325843+4820179	15.333	0.048	15.032	0.071	14.793	0.085	AAA	222	111	000	0	0
008.242229	+48.343243	008.242229	+48.343243	00325813+4820356	16.169	0.082	15.496	0.103	15.600	0.163	AAC	222	111	000	0	0
008.242264	+48.322502	008.242264	+48.322502	00325814+4819210	14.853	0.034	14.602	0.048	14.431	0.069	AAA	222	111	000	0	0
008.228701	+48.336357	008.228701	+48.336357	00325488+4820108	13.671	0.026	13.449	0.026	13.375	0.031	AAA	222	111	000	0	0
008.243899	+48.335098	008.243899	+48.335098	00325853+4820063	14.230	0.031	13.574	0.032	13.391	0.036	AAA	222	111	000	0	0
008.245985	+48.352924	008.245985	+48.352924	00325903+4821105	16.183	0.088	15.766	0.142	15.563	0.172	ABC	222	111	000	0	0
008.229545	+48.320114	008.229545	+48.320114	00325509+4819124	15.974	0.074	15.576	0.104	15.634	0.178	AAC	222	111	000	0	0
008.195789	+48.333519	008.195789	+48.333519	00324698+4820006	15.076	0.043	14.741	0.049	14.580	0.067	AAA	222	111	000	0	0
008.227930	+48.371132	008.227930	+48.371132	00325470+4822160	16.281	0.090	15.496	0.109	15.266	0.123	AAB	222	111	000	0	0
008.227199	+48.324493	008.227199	+48.324493	00325452+4819281	14.237	0.028	13.676	0.032	13.592	0.036	AAA	222	111	000	0	0
008.211655	+48.332504	008.211655	+48.332504	00325079+4819570	16.379	0.112	15.764	0.122	15.255		BBU	220	110	000	0	0
008.206149	+48.319160	008.206149	+48.319160	00324947+4819089	16.852	0.152	16.385	0.213	17.322		CDU	220	110	000	0	0
008.200384	+48.361671	008.200384	+48.361671	00324809+4821420	16.597	0.128	16.298		16.190		BUU	200	100	000	0	0
008.209599	+48.333275	008.209599	+48.333275	00325030+4819597	15.786	0.069	15.327	0.093	15.213	0.126	AAB	222	111	000	0	0
008.198893	+48.337860	008.198893	+48.337860	00324773+4820162	15.734	0.058	15.094	0.074	14.800	0.081	AAA	222	111	000	0	0
008.214745	+48.319687	008.214745	+48.319687	00325153+4819108	16.082	0.081	15.458	0.104	14.693	0.087	AAA	222	111	000	0	0
008.224116	+48.364220	008.224116	+48.364220	00325378+4821511	15.602	0.054	14.982	0.065	14.903	0.096	AAA	222	111	000	0	0
008.218027	+48.366165	008.218027	+48.366165	00325232+4821581	15.894	0.088	15.512	0.092	15.409	0.153	AAB	222	111	000	0	0
008.220268	+48.366535	008.220268	+48.366535	00325286+4821595	16.094	0.089	15.299	0.106	15.178	0.119	AAB	222	111	000	0	0
008.221671	+48.326111	008.221671	+48.326111	00325320+4819339	16.681	0.137	16.351		16.574		BUU	200	100	000	0	0
008.247620	+48.372948	008.247620	+48.372948	00325942+4822226	16.924	0.159	16.575	0.247	16.093	0.272	CDD	222	111	000	0	0
008.194185	+48.350285	008.194185	+48.350285	00324660+4821010	15.893	0.068	15.091	0.071	15.035	0.104	AAA	222	111	000	0	0
008.191841	+48.342484	008.191841	+48.342484	00324604+4820329	15.052	0.043	14.724	0.057	14.653	0.077	AAA	222	111	000	0	0
008.187509	+48.329025	008.187509	+48.329025	00324500+4819444	13.317	0.028	12.989	0.036	12.893	0.035	AAA	222	111	000	0	0
008.294480	+48.345825	008.294480	+48.345825	00331067+4820449	14.440	0.029	14.095	0.040	13.907	0.045	AAA	222	111	000	0	0
008.302318	+48.365601	008.302318	+48.365601	00331255+4821561	15.189	0.041	14.650	0.048	14.418	0.061	AAA	222	111	000	0	0
008.291387	+48.362946	008.291387	+48.362946	00330993+4821466	9.439	0.022	8.957	0.023	8.807	0.019	AAA	222	111	000	0	0
008.290645	+48.371811	008.290645	+48.371811	00330975+4822185	15.093	0.039	14.505	0.046	14.318	0.056	AAA	222	111	000	0	0
008.305994	+48.327717	008.305994	+48.327717	00331343+4819397	16.492	0.113	15.919	0.144	15.477	0.148	BBC	222	111	000	0	0
008.302675	+48.326168	008.302675	+48.326168	00331264+4819342	16.612	0.133	16.114	0.184	15.607		BCU	220	110	000	0	0
008.307064	+48.324524	008.307064	+48.324524	00331369+4819282	14.178	0.028	13.839	0.036	13.802	0.040	AAA	222	111	000	0	0
008.306539	+48.334038	008.306539	+48.334038	00331356+4820025	15.850	0.068	15.482	0.095	15.212	0.131	AAB	222	111	000	0	0
008.306789	+48.346382	008.306789	+48.346382	00331362+4820469	13.378	0.024	13.180	0.029	13.118	0.030	AAA	222	111	000	0	0
008.287641	+48.342667	008.287641	+48.342667	00330903+4820336	15.582	0.048	15.307	0.085	15.098	0.101	AAB	222	111	000	0	0
008.308396	+48.331772	008.308396	+48.331772	00331401+4819543	14.458	0.031	13.751	0.033	13.539	0.036	AAA	222	111	000	0	0
008.310333	+48.318554	008.310333	+48.318554	00331447+4819067	16.689	0.142	15.852	0.153	15.233	0.138	BBB	222	111	000	0	0
008.310864	+48.323334	008.310864	+48.323334	00331460+4819240	13.250	0.024	12.540	0.024	12.364	0.019	AAA	222	111	000	0	0
008.290344	+48.366650	008.290344	+48.366650	00330968+4821599	15.251	0.058	14.645	0.061	14.591	0.085	AAA	222	111	ccc	0	0
008.285441	+48.339878	008.285441	+48.339878	00330850+4820235	16.663	0.139	15.818	0.143	15.531	0.167	BBC	222	111	000	0	0
008.280641	+48.325699	008.280641	+48.325699	00330735+4819325	16.499	0.122	15.702	0.137	15.115	0.135	BBB	222	111	000	0	0
008.262663	+48.323986	008.262663	+48.323986	00330303+4819263	16.302	0.107	16.208	0.175	15.861	0.215	ACD	222	111	000	0	0
008.266732	+48.341923	008.266732	+48.341923	00330401+4820309	15.067	0.040	14.479	0.041	14.162	0.051	AAA	222	111	000	0	0
008.259481	+48.341213	008.259481	+48.341213	00330227+4820283	10.495	0.023	10.191	0.024	10.125	0.021	AAA	222	111	000	0	0
008.260997	+48.370094	008.260997	+48.370094	00330263+4822123	14.584	0.029	14.100	0.040	14.012	0.044	AAA	222	111	000	0	0
008.262028	+48.318382	008.262028	+48.318382	00330288+4819061	15.721	0.057	15.426	0.079	15.020	0.101	AAA	222	111	000	0	0
008.262382	+48.348221	008.262382	+48.348221	00330297+4820535	14.122	0.024	13.462	0.030	13.251	0.030	AAA	222	111	000	0	0
008.274560	+48.355461	008.274560	+48.355461	00330589+4821196	17.107	0.192	16.302	0.203	16.102	0.258	CCD	222	111	000	0	0
008.269097	+48.339264	008.269097	+48.339264	00330458+4820213	16.035	0.074	15.281	0.082	14.908	0.107	AAA	222	111	000	0	0
008.269717	+48.316681	008.269717	+48.316681	00330473+4819000	16.638	0.128	16.305	0.189	15.686	0.187	BCC	222	111	000	0	0
008.272551	+48.360523	008.272551	+48.360523	00330541+4821378	16.325	0.100	15.692	0.114	15.356	0.146	ABB	222	111	000	0	0
008.273949	+48.342121	008.273949	+48.342121	00330574+4820316	16.409	0.112	16.420		15.795	0.212	BUC	202	101	000	0	0
008.274518	+48.332401	008.274518	+48.332401	00330588+4819566	15.332	0.047	15.113	0.073	14.949	0.100	AAA	222	111	000	0	0
008.255428	+48.335670	008.255428	+48.335670	00330130+4820084	16.421	0.116	15.751	0.113	15.590	0.160	BBC	222	111	c00	0	0
008.358862	+48.320389	008.358862	+48.320389	00332612+4819134	15.847	0.062	15.204	0.076	14.953	0.099	AAA	222	111	000	0	0
008.357755	+48.346066	008.357755	+48.346066	00332586+4820458	13.326	0.024	12.842	0.027	12.726	0.024	AAA	222	111	000	0	0
008.322186	+48.317177	008.322186	+48.317177	00331732+4819018	15.024	0.044	14.728	0.055	14.448	0.068	AAA	222	111	000	0	0
008.359975	+48.322048	008.359975	+48.322048	00332639+4819193	15.584	0.064	15.057	0.082	14.933	0.102	AAA	222	111	000	0	0
008.364290	+48.336952	008.364290	+48.336952	00332742+4820130	16.542	0.118	16.036	0.150	15.851	0.222	BBD	222	111	000	0	0
008.351169	+48.314995	008.351169	+48.314995	00332428+4818539	16.232	0.097	15.899	0.126	15.736	0.189	ABC	222	111	000	0	0
008.343628	+48.334034	008.343628	+48.334034	00332247+4820025	14.028	0.029	13.669	0.031	13.586		AAU	226	120	0c0	0	0
008.342519	+48.332916	008.342519	+48.332916	00332220+4819584	16.532	0.123	16.017	0.154	14.470		BBU	220	120	cc0	0	0
008.341774	+48.357170	008.341774	+48.357170	00332202+4821258	14.709	0.033	14.322	0.040	14.200	0.051	AAA	222	111	000	0	0
008.341154	+48.326424	008.341154	+48.326424	00332187+4819351	16.688	0.137	15.890	0.136	15.601	0.173	BBC	222	111	000	0	0
008.339797	+48.339527	008.339797	+48.339527	00332155+4820222	15.816	0.063	15.241	0.069	15.126	0.116	AAB	222	111	000	0	0
008.338935	+48.332523	008.338935	+48.332523	00332134+4819570	14.573	0.034	14.379	0.038	14.368	0.059	AAA	222	111	000	0	0
008.325757	+48.361450	008.325757	+48.361450	00331818+4821412	12.919	0.023	12.605	0.024	12.562	0.026	AAA	222	111	000	0	0
008.373636	+48.349632	008.373636	+48.349632	00332967+4820586	15.757	0.062	15.359	0.079	15.259	0.139	AAB	222	111	000	0	0
008.372639	+48.326553	008.372639	+48.326553	00332943+4819355	14.676	0.037	14.317	0.038	14.210	0.055	AAA	222	111	000	0	0
008.325162	+48.372009	008.325162	+48.372009	00331803+4822192	15.838	0.067	15.097	0.075	14.859	0.088	AAA	222	111	000	0	0
008.323412	+48.344234	008.323412	+48.344234	00331761+4820392	16.787	0.156	15.786	0.114	15.801		BBU	220	110	000	0	0
008.316615	+48.338772	008.316615	+48.338772	00331598+4820195	12.098	0.023	11.797	0.024	11.667	0.021	AAA	222	111	000	0	0
008.318777	+48.363987	008.318777	+48.363987	00331650+4821503	15.752	0.061	14.915	0.062	14.766	0.084	AAA	222	111	000	0	0
008.420423	+48.332069	008.420423	+48.332069	00334090+4819554	14.663	0.034	14.078	0.038	13.991	0.047	AAA	222	111	000	0	0
008.415189	+48.354115	008.415189	+48.354115	00333964+4821148	14.782	0.033	14.409	0.049	14.256	0.054	AAA	222	111	000	0	0
008.417391	+48.362541	008.417391	+48.362541	00334017+4821451	16.534	0.109	16.171		15.842	0.202	BUD	202	101	000	0	0
008.417791	+48.351135	008.417791	+48.351135	00334026+4821040	15.935	0.069	15.239	0.086	15.055	0.112	AAB	222	111	000	0	0
008.404818	+48.339764	008.404818	+48.339764	00333715+4820231	16.140	0.079	15.383	0.086	15.260	0.118	AAB	222	111	000	0	0
008.422124	+48.338478	008.422124	+48.338478	00334130+4820185	16.018		15.755	0.114	15.057		UBU	626	020	0c0	0	0
008.413200	+48.347408	008.413200	+48.347408	00333916+4820506	14.846	0.035	14.483	0.041	14.471	0.061	AAA	222	111	000	0	0
008.427212	+48.334248	008.427212	+48.334248	00334253+4820032	13.915	0.023	13.579	0.029	13.479	0.031	AAA	222	111	000	0	0
008.436111	+48.353180	008.436111	+48.353180	00334466+4821114	16.792	0.155	16.196	0.185	16.038		BCU	220	110	000	0	0
008.414658	+48.366581	008.414658	+48.366581	00333951+4821596	15.712	0.052	15.417	0.087	15.526	0.166	AAC	222	111	000	0	0
008.411757	+48.349186	008.411757	+48.349186	00333882+4820570	16.652	0.121	16.505		17.119		BUU	200	100	c00	0	0
008.413084	+48.321918	008.413084	+48.321918	00333914+4819189	15.938	0.068	15.343	0.088	15.016	0.096	AAA	222	111	000	0	0
008.403024	+48.313934	008.403024	+48.313934	00333672+4818501	13.424	0.022	12.810	0.024	12.676	0.021	AAA	222	111	000	0	0
008.393343	+48.316387	008.393343	+48.316387	00333440+4818589	14.717	0.032	14.443	0.039	14.245	0.056	AAA	222	111	000	0	0
008.401748	+48.352146	008.401748	+48.352146	00333641+4821077	17.423	0.241	16.351	0.201	16.161	0.293	DCD	222	111	000	0	0
008.401176	+48.328316	008.401176	+48.328316	00333628+4819419	13.756	0.026	13.472	0.024	13.397	0.027	AAA	222	111	000	0	0
008.394838	+48.371597	008.394838	+48.371597	00333476+4822177	14.264	0.028	13.787	0.035	13.697	0.040	AAA	222	111	000	0	0
008.394818	+48.351357	008.394818	+48.351357	00333475+4821048	16.375	0.101	15.825	0.116	15.289		ABU	220	110	000	0	0
008.390179	+48.361580	008.390179	+48.361580	00333364+4821416	16.077	0.080	15.542	0.096	15.281	0.133	AAB	222	111	000	0	0
008.375466	+48.347248	008.375466	+48.347248	00333011+4820500	16.594	0.134	15.907	0.139	15.955		BBU	220	110	000	0	0
008.386165	+48.338394	008.386165	+48.338394	00333267+4820182	14.685	0.034	14.412	0.033	14.227	0.048	AAA	222	111	000	0	0
008.385129	+48.344742	008.385129	+48.344742	00333243+4820410	11.760	0.023	11.591	0.021	11.502	0.019	AAA	222	111	000	0	0
008.383234	+48.368572	008.383234	+48.368572	00333197+4822068	14.285	0.033	13.590	0.034	13.563	0.040	AAA	222	111	000	0	0
008.381476	+48.332348	008.381476	+48.332348	00333155+4819564	14.819	0.035	14.468	0.040	14.333	0.050	AAA	222	111	000	0	0
008.422843	+48.362785	008.422843	+48.362785	00334148+4821460	13.480	0.024	13.012	0.024	12.888	0.023	AAA	222	111	000	0	0
008.463364	+48.374748	008.463364	+48.374748	00335120+4822290	13.587	0.023	13.258	0.027	13.150	0.024	AAA	222	111	000	0	0
008.494343	+48.332581	008.494343	+48.332581	00335864+4819572	15.785	0.062	15.576	0.096	15.533	0.161	AAC	222	111	000	0	0
008.482302	+48.365864	008.482302	+48.365864	00335575+4821571	16.063	0.078	15.358	0.089	15.141	0.112	AAB	222	111	000	0	0
008.499259	+48.317753	008.499259	+48.317753	00335982+4819039	16.841	0.152	16.162		15.924		CUU	200	100	000	0	0
008.496796	+48.314377	008.496796	+48.314377	00335923+4818517	15.467	0.045	14.864	0.064	14.734	0.078	AAA	222	111	000	0	0
008.490562	+48.347771	008.490562	+48.347771	00335773+4820519	16.861	0.138	16.320	0.204	15.906		CCU	220	110	000	0	0
008.488850	+48.334728	008.488850	+48.334728	00335732+4820050	14.772	0.033	14.079	0.038	13.965	0.044	AAA	222	111	000	0	0
008.479279	+48.322906	008.479279	+48.322906	00335502+4819224	16.835	0.146	16.285	0.193	15.758		CCU	220	110	000	0	0
008.438701	+48.343208	008.438701	+48.343208	00334528+4820355	17.059	0.199	15.847	0.149	15.937	0.249	CBD	222	111	000	0	0
008.446563	+48.323177	008.446563	+48.323177	00334717+4819234	16.400	0.107	15.594	0.100	15.248	0.123	AAB	222	111	000	0	0
008.458813	+48.345718	008.458813	+48.345718	00335011+4820445	8.799	0.021	7.875	0.016	7.527	0.020	AAA	111	111	000	0	0
008.471898	+48.353203	008.471898	+48.353203	00335325+4821115	16.637	0.123	15.822	0.121	15.514	0.170	BBC	222	111	000	0	0
008.450319	+48.317814	008.450319	+48.317814	00334807+4819041	14.112	0.027	13.486	0.026	13.347	0.032	AAA	222	111	000	0	0
008.525555	+48.372070	008.525555	+48.372070	00340613+4822194	15.475	0.057	14.985	0.083	14.805	0.115	AAB	222	111	000	0	0
008.524414	+48.352943	008.524414	+48.352943	00340585+4821105	14.390	0.028	14.020	0.042	13.897	0.052	AAA	222	111	000	0	0
008.523678	+48.334087	008.523678	+48.334087	00340568+4820027	16.290	0.105	15.959	0.195	15.688	0.243	ACD	222	111	000	0	0
008.530132	+48.350342	008.530132	+48.350342	00340723+4821012	15.635	0.065	15.102	0.085	15.111	0.152	AAB	222	111	000	0	0
008.543061	+48.374100	008.543061	+48.374100	00341033+4822267	16.683	0.159	16.074	0.202	15.456	0.201	CCC	222	111	c00	0	0
008.530157	+48.332840	008.530157	+48.332840	00340723+4819582	16.707	0.151	15.806	0.168	15.527		CCU	220	110	000	0	0
008.560529	+48.317841	008.560529	+48.317841	00341452+4819042	12.628	0.022	11.995	0.023	11.857	0.021	AAA	222	111	000	0	0
008.530971	+48.325619	008.530971	+48.325619	00340743+4819322	15.971	0.087	15.563	0.137	15.602	0.238	ABD	222	111	000	0	0
008.520279	+48.319298	008.520279	+48.319298	00340486+4819094	13.378	0.023	12.996	0.027	12.890	0.027	AAA	222	111	000	0	0
008.537864	+48.370632	008.537864	+48.370632	00340908+4822142	16.606	0.152	15.819	0.167	15.447	0.188	BCC	222	111	000	0	0
008.521049	+48.357368	008.521049	+48.357368	00340505+4821265	14.787	0.037	14.429	0.058	14.362	0.081	AAA	222	111	000	0	0
008.529775	+48.361572	008.529775	+48.361572	00340714+4821416	16.634	0.143	15.835	0.162	15.194		BCU	220	110	000	0	0
008.517493	+48.350212	008.517493	+48.350212	00340419+4821007	16.204	0.095	15.753	0.149	15.874	0.286	ACD	222	111	000	0	0
008.502725	+48.340641	008.502725	+48.340641	00340065+4820263	13.516	0.029	13.151	0.029	13.110	0.032	AAA	222	111	000	0	0
008.547684	+48.372425	008.547684	+48.372425	00341144+4822207	12.299	0.021	11.983	0.019	11.932	0.021	AAA	222	111	000	0	0
008.500599	+48.316376	008.500599	+48.316376	00340014+4818589	16.787	0.143	15.874	0.138	15.853	0.212	BBD	222	111	000	0	0
008.515762	+48.319614	008.515762	+48.319614	00340378+4819106	14.523	0.031	14.340	0.047	14.210	0.069	AAA	222	111	000	0	0
008.501750	+48.338528	008.501750	+48.338528	00340042+4820187	16.653	0.128	15.987	0.150	15.889	0.241	BBD	222	111	ccc	0	0
008.543613	+48.328442	008.543613	+48.328442	00341046+4819423	16.597	0.135	15.850	0.182	15.975	0.342	BCD	222	111	000	0	0
008.508313	+48.344440	008.508313	+48.344440	00340199+4820399	13.924	0.024	13.622	0.029	13.548	0.037	AAA	222	111	000	0	0
008.514366	+48.369297	008.514366	+48.369297	00340344+4822094	15.496	0.059	15.107	0.087	15.052	0.143	AAB	222	111	000	0	0
008.509671	+48.338631	008.509671	+48.338631	00340232+4820190	15.096	0.047	14.523	0.050	14.361	0.072	AAA	222	111	000	0	0
008.509706	+48.354229	008.509706	+48.354229	00340232+4821152	12.442	0.020	12.128	0.018	12.091	0.021	AAA	222	111	000	0	0
008.515499	+48.347980	008.515499	+48.347980	00340371+4820527	14.274	0.030	13.985	0.034	13.918	0.052	AAA	222	111	000	0	0
008.605637	+48.357002	008.605637	+48.357002	00342535+4821252	16.226	0.100	15.755	0.176	15.741	0.264	ACD	222	111	000	0	0
008.599011	+48.372826	008.599011	+48.372826	00342376+4822221	14.650		13.837		13.988	0.099	UUA	662	003	00c	1	0
008.623375	+48.316128	008.623375	+48.316128	00342961+4818580	12.382	0.023	12.064	0.026	11.971	0.022	AAA	222	111	000	0	0
008.598759	+48.373672	008.598759	+48.373672	00342370+4822252	15.037		14.134		14.935	0.175	UUC	662	003	00c	2	0
008.600803	+48.363857	008.600803	+48.363857	00342419+4821498	16.193	0.102	15.841	0.181	15.316	0.183	ACC	222	111	000	0	0
008.621883	+48.333858	008.621883	+48.333858	00342925+4820018	15.666	0.068	14.889	0.084	14.773	0.114	AAB	222	111	000	0	0
008.603595	+48.347523	008.603595	+48.347523	00342486+4820510	14.270	0.031	13.674	0.037	13.588		AAU	226	120	0c0	0	0
008.601631	+48.344555	008.601631	+48.344555	00342439+4820403	16.494	0.133	16.516		15.387		BUU	200	100	000	0	0
008.619447	+48.371944	008.619447	+48.371944	00342866+4822189	16.641	0.151	15.965	0.196	16.441		BCU	220	110	000	0	0
008.602537	+48.346230	008.602537	+48.346230	00342460+4820464	16.604	0.145	15.989	0.203	15.084		BCU	220	120	cc0	0	0
008.592363	+48.369450	008.592363	+48.369450	00342216+4822100	16.468	0.122	15.788	0.165	16.199		BCU	220	110	000	0	0
008.594930	+48.359325	008.594930	+48.359325	00342278+4821335	14.828	0.036	14.537	0.061	14.345	0.073	AAA	222	111	000	0	0
008.570467	+48.342468	008.570467	+48.342468	00341691+4820328	16.669	0.172	15.895		15.652		CUU	200	100	000	0	0
008.564286	+48.342518	008.564286	+48.342518	00341542+4820330	14.565	0.028	13.999	0.039	14.022	0.054	AAA	222	111	000	0	0
008.567087	+48.332035	008.567087	+48.332035	00341610+4819553	16.750	0.160	15.938	0.179	15.099	0.142	CCB	222	111	000	0	0
008.568043	+48.360611	008.568043	+48.360611	00341633+4821381	15.837	0.074	15.474	0.131	15.492	0.211	ABC	222	111	000	0	0
008.574237	+48.374294	008.574237	+48.374294	00341781+4822274	14.345	0.028	14.022	0.042	13.973	0.059	AAA	222	111	000	0	0
008.571904	+48.337273	008.571904	+48.337273	00341725+4820141	13.944	0.026	13.633	0.040	13.506	0.041	AAA	222	111	000	0	0
008.591128	+48.336121	008.591128	+48.336121	00342187+4820100	16.666	0.138	16.220	0.236	15.865		BDU	220	110	000	0	0
008.581379	+48.367992	008.581379	+48.367992	00341953+4822047	14.869	0.037	14.171	0.038	13.999	0.055	AAA	222	111	000	0	0
008.585761	+48.338650	008.585761	+48.338650	00342058+4820191	15.184	0.045	14.863	0.072	14.640	0.102	AAA	222	111	000	0	0
008.586967	+48.332977	008.586967	+48.332977	00342087+4819587	16.411	0.121	15.819	0.161	15.729		BCU	220	110	000	0	0
008.585850	+48.313198	008.585850	+48.313198	00342060+4818475	16.219	0.098	16.040	0.192	15.624		ACU	220	110	000	0	0
008.585590	+48.359318	008.585590	+48.359318	00342054+4821335	14.868	0.034	14.586	0.058	14.391	0.085	AAA	222	111	000	0	0
008.640690	+48.357574	008.640690	+48.357574	00343376+4821272	15.444	0.052	14.970	0.082	14.924	0.121	AAB	222	111	000	0	0
008.629989	+48.334137	008.629989	+48.334137	00343119+4820028	13.460	0.028	13.160	0.027	13.085	0.032	AAA	222	112	00c	0	0
